entity_id,entity_type,raw_location,platform,cleaned_location,matched_city,country,lat,lon,confidence
RWKV,github_organization,United States of America,GitHub,United States of America,,,,,low
snwfdhmp,github_user,France,GitHub,France,,,,,low
helallao,github_user,"Adana, Turkey",GitHub,"Adana, Turkey",Adana,Turkey,36.9863599,35.3252861,medium
OpenAdaptAI,github_organization,,GitHub,,,,,,none
Farama-Foundation,github_organization,,GitHub,,,,,,none
RamiAwar,github_user,"Delft, Netherlands",GitHub,"Delft, Netherlands",Delft,Netherlands,52.0116,4.3571,high
CHIANGEL,github_user,,GitHub,,,,,,none
appleboy,github_user,"Hsinchu, Taiwan",GitHub,"Hsinchu, Taiwan",Hsinchu,Taiwan,24.8138,120.9675,high
mbzuai-oryx,github_organization,,GitHub,,,,,,none
protectai,github_organization,United States of America,GitHub,United States of America,,,,,low
eumemic,github_user,,GitHub,,,,,,none
kaushikb11,github_user,,GitHub,,,,,,none
jdagdelen,github_user,"San Francisco, CA",GitHub,"San Francisco, CA",San Francisco,United States,37.7749,-122.4194,high
0nutation,github_user,"Shanghai, China",GitHub,"Shanghai, China",Shanghai,China,31.2304,121.4737,high
tenstorrent,github_organization,United States of America,GitHub,United States of America,,,,,low
neo4j,github_organization,,GitHub,,,,,,none
kwaroran,github_user,,GitHub,,,,,,none
gotzmann,github_user,Digital Nomad,GitHub,Digital Nomad,Hildesheim,Germany,52.1739932,9.9321267,medium
aws-samples,github_organization,,GitHub,,,,,,none
irgolic,github_user,,GitHub,,,,,,none
gorilla-llm,github_organization,United States of America,GitHub,United States of America,,,,,low
paralleldrive,github_organization,"San Francisco, CA",GitHub,"San Francisco, CA",San Francisco,United States,37.7749,-122.4194,high
Capsize-Games,github_organization,United States of America,GitHub,United States of America,,,,,low
Robitx,github_user,,GitHub,,,,,,none
NVlabs,github_organization,,GitHub,,,,,,none
ItsPi3141,github_user,Vancouver,GitHub,Vancouver,Vancouver,Canada,49.2827,-123.1207,high
hyperonym,github_organization,,GitHub,,,,,,none
kantord,github_user,Barcelona,GitHub,Barcelona,Barcelona,Spain,41.3874,2.1686,high
AIoT-MLSys-Lab,github_organization,United States of America,GitHub,United States of America,,,,,low
curiousily,github_user,Bulgaria,GitHub,Bulgaria,,,,,low
qingsongedu,github_user,"Seattle, WA",GitHub,"Seattle, WA",Seattle,United States,47.6062,-122.3321,high
modal-labs,github_organization,United States of America,GitHub,United States of America,,,,,low
xenodium,github_user,"London, UK",GitHub,"London, UK",London,United Kingdom,51.5074,-0.1278,high
jncraton,github_user,New York,GitHub,New York,New York,United States,40.7128,-74.006,high
sozercan,github_user,"San Francisco, CA",GitHub,"San Francisco, CA",San Francisco,United States,37.7749,-122.4194,high
1943time,github_user,china,GitHub,china,,,,,low
OWASP,github_organization,United States of America,GitHub,United States of America,,,,,low
srush,github_user,New York,GitHub,New York,New York,United States,40.7128,-74.006,high
madox2,github_user,Bratislava,GitHub,Bratislava,Bratislava,Slovakia,48.1559178,17.1313541,medium
uncbiag,github_organization,,GitHub,,,,,,none
shyamsn97,github_user,,GitHub,,,,,,none
yaodongC,github_user,"Waterloo, Canada",GitHub,"Waterloo, Canada",Waterloo,Canada,43.4643,-80.5204,high
thu-coai,github_organization,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
whyiyhw,github_user,,GitHub,,,,,,none
IBM,github_organization,United States of America,GitHub,United States of America,,,,,low
Azure,github_organization,United States of America,GitHub,United States of America,,,,,low
lupantech,github_user,Palo Alto,GitHub,Palo Alto,Palo Alto,United States,37.4419,-122.143,high
Yuan-ManX,github_user,"Shanghai, China",GitHub,"Shanghai, China",Shanghai,China,31.2304,121.4737,high
daveebbelaar,github_user,Amsterdam,GitHub,Amsterdam,Amsterdam,Netherlands,52.3676,4.9041,high
MediaBrain-SJTU,github_organization,,GitHub,,,,,,none
unit-mesh,github_organization,,GitHub,,,,,,none
datadreamer-dev,github_organization,,GitHub,,,,,,none
samwit,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
Troyanovsky,github_user,,GitHub,,,,,,none
rlancemartin,github_user,,GitHub,,,,,,none
Syan-Lin,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
databricks,github_organization,United States of America,GitHub,United States of America,,,,,low
OFA-Sys,github_organization,China,GitHub,China,,,,,low
ctlllll,github_user,Earth,GitHub,Earth,,,,,none
Taewan-P,github_user,"Tokyo, Japan",GitHub,"Tokyo, Japan",Tokyo,Japan,35.6762,139.6503,high
replit,github_organization,SF Bay Area,GitHub,SF Bay Area,San Francisco,United States,37.7749,-122.4194,high
mpaepper,github_user,"Hamburg, Germany",GitHub,"Hamburg, Germany",Hamburg,Germany,53.5511,9.9937,high
formulahendry,github_user,"Shanghai, China",GitHub,"Shanghai, China",Shanghai,China,31.2304,121.4737,high
zabirauf,github_user,"Seattle, WA",GitHub,"Seattle, WA",Seattle,United States,47.6062,-122.3321,high
beyondguo,github_user,Shanghai,GitHub,Shanghai,Shanghai,China,31.2304,121.4737,high
dillionverma,github_user,,GitHub,,,,,,none
tryAGI,github_organization,United Arab Emirates,GitHub,United Arab Emirates,,,,,low
Liuhong99,github_user,Stanford,GitHub,Stanford,Palo Alto,United States,37.4265407,-122.1703055,medium
ajndkr,github_user,Amsterdam,GitHub,Amsterdam,Amsterdam,Netherlands,52.3676,4.9041,high
AndrewZhe,github_user,,GitHub,,,,,,none
KenyonY,github_user,Shanghai,GitHub,Shanghai,Shanghai,China,31.2304,121.4737,high
whylabs,github_organization,United States of America,GitHub,United States of America,,,,,low
yuchenlin,github_user,"Palo Alto, CA",GitHub,"Palo Alto, CA",Palo Alto,United States,37.4419,-122.143,high
OSU-NLP-Group,github_organization,United States of America,GitHub,United States of America,,,,,low
hollobit,github_user,Daejeon,GitHub,Daejeon,Daejeon,South Korea,36.3504,127.3845,high
kuleshov,github_user,"New York, NY",GitHub,"New York, NY",New York,United States,40.7128,-74.006,high
bodaay,github_user,,GitHub,,,,,,none
lancedb,github_organization,United States of America,GitHub,United States of America,,,,,low
msoedov,github_user,Ukraine,GitHub,Ukraine,,,,,low
keyvank,github_user,Internet,GitHub,Internet,Sandwell,United Kingdom,52.5019896,-2.0209184,medium
tg12,github_user,Earth,GitHub,Earth,,,,,none
ECNU-ICALK,github_organization,,GitHub,,,,,,none
onlyphantom,github_user,Indonesia,GitHub,Indonesia,,,,,low
streamlit,github_organization,,GitHub,,,,,,none
getmetal,github_organization,United States of America,GitHub,United States of America,,,,,low
kardolus,github_user,Brooklyn,GitHub,Brooklyn,New York,United States,40.6526006,-73.9497211,medium
ridgerchu,github_user,,GitHub,,,,,,none
paradigmxyz,github_organization,,GitHub,,,,,,none
tangqiaoyu,github_user,,GitHub,,,,,,none
IST-DASLab,github_organization,,GitHub,,,,,,none
DirtyHarryLYL,github_user,Shanghai,GitHub,Shanghai,Shanghai,China,31.2304,121.4737,high
Atome-FE,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
finaldie,github_user,"Sunnyvale, CA, US",GitHub,"Sunnyvale, CA, US",Sunnyvale,United States,37.3688,-122.0363,high
locuslab,github_organization,,GitHub,,,,,,none
Renset,github_user,,GitHub,,,,,,none
jrin771,github_user,,GitHub,,,,,,none
monarch-initiative,github_organization,Globally-distributed team (see https://monarchinitiative.org/page/team) ,GitHub,Globally-distributed team (see https://monarchinitiative.org/page/team) ,,,,,none
The-FinAI,github_organization,United States of America,GitHub,United States of America,,,,,low
valeman,github_user,"London, UK",GitHub,"London, UK",London,United Kingdom,51.5074,-0.1278,high
WangRongsheng,github_user,"ShenZhen,China",GitHub,"ShenZhen,China",Shenzhen,China,22.5431,114.0579,high
OpenRL-Lab,github_organization,China,GitHub,China,,,,,low
databricks-academy,github_organization,United States of America,GitHub,United States of America,,,,,low
henomis,github_user,Grottammare,GitHub,Grottammare,Grottammare,Italy,42.9904967,13.8687605,medium
cocacola-lab,github_organization,,GitHub,,,,,,none
Victorwz,github_user,,GitHub,,,,,,none
kagisearch,github_organization,,GitHub,,,,,,none
jxzhangjhu,github_user,Mountain View,GitHub,Mountain View,Mountain View,United States,37.3861,-122.0839,high
dave1010,github_user,"Poole, Bournemouth, UK",GitHub,"Poole, Bournemouth, UK",Poole,United Kingdom,50.7179472,-1.981521,medium
rksm,github_user,,GitHub,,,,,,none
pengsongyou,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
lmstudio-ai,github_organization,,GitHub,,,,,,none
e-johnstonn,github_user,Canada,GitHub,Canada,,,,,low
madaan,github_user,,GitHub,,,,,,none
Blarc,github_user,"Ljubljana, Slovenia",GitHub,"Ljubljana, Slovenia",Ljubljana,Slovenia,46.0500268,14.5069289,medium
lean-dojo,github_organization,United States of America,GitHub,United States of America,,,,,low
jakobdylanc,github_user,,GitHub,,,,,,none
superiorlu,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
litanlitudan,github_user,Palo Alto,GitHub,Palo Alto,Palo Alto,United States,37.4419,-122.143,high
Technion-Kishony-lab,github_organization,,GitHub,,,,,,none
CMKRG,github_user,,GitHub,,,,,,none
pgalko,github_user,"Melbourne, Australia",GitHub,"Melbourne, Australia",Melbourne,Australia,-37.8136,144.9631,high
Auromix,github_organization,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
morsoli,github_user,,GitHub,,,,,,none
voidful,github_user,Taiwan,GitHub,Taiwan,,,,,low
NisaarAgharia,github_user,India,GitHub,India,,,,,low
nancheng58,github_user,"Qingdao, China",GitHub,"Qingdao, China",Qingdao,China,36.0663249,120.3777659,medium
MegEngine,github_organization,China,GitHub,China,,,,,low
diStyApps,github_user,,GitHub,,,,,,none
kuleshov-group,github_organization,,GitHub,,,,,,none
jianzhnie,github_user,Shen zhen,GitHub,Shen zhen,Shenandoah Junction,United States,39.3601871,-77.8505621,medium
ghimiresunil,github_user,"Kathmandu, Nepal",GitHub,"Kathmandu, Nepal",Kathmandu,Nepal,27.708317,85.3205817,medium
kharvd,github_user,,GitHub,,,,,,none
louisgv,github_user,USA,GitHub,USA,,,,,low
SqueezeAILab,github_organization,,GitHub,,,,,,none
melodysdreamj,github_user,,GitHub,,,,,,none
michaelthwan,github_user,Vancouver,GitHub,Vancouver,Vancouver,Canada,49.2827,-123.1207,high
taokz,github_user,,GitHub,,,,,,none
stoyan-stoyanov,github_user,,GitHub,,,,,,none
AkshitIreddy,github_user,India,GitHub,India,,,,,low
TsinghuaDatabaseGroup,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
r2d4,github_user,,GitHub,,,,,,none
jimmyyhwu,github_user,,GitHub,,,,,,none
chaoyi-wu,github_user,Shanghai,GitHub,Shanghai,Shanghai,China,31.2304,121.4737,high
emrgnt-cmplxty,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
davidmigloz,github_user,Barcelona,GitHub,Barcelona,Barcelona,Spain,41.3874,2.1686,high
pythops,github_user,Stockholm,GitHub,Stockholm,Stockholm,Sweden,59.3293,18.0686,high
sunnweiwei,github_user,,GitHub,,,,,,none
jerry1993-tech,github_user,chendu,GitHub,chendu,Chengdu,China,30.659867,104.063315,medium
cckuailong,github_user,,GitHub,,,,,,none
snexus,github_user,,GitHub,,,,,,none
SpursGoZmy,github_user,"Beijing,China",GitHub,"Beijing,China",Beijing,China,39.9042,116.4074,high
zh-plus,github_user,ShenZhen China,GitHub,ShenZhen China,Shenzhen,China,22.5431,114.0579,medium
RUC-GSAI,github_organization,China,GitHub,China,,,,,low
Ryan-yang125,github_user,I Know Places,GitHub,I Know Places,,,,,low
AmadeusChan,github_user,,GitHub,,,,,,none
alejandro-ao,github_user,,GitHub,,,,,,none
onejune2018,github_user,,GitHub,,,,,,none
arielnlee,github_user,San Diego,GitHub,San Diego,San Diego,United States,32.7157,-117.1611,high
BorisPolonsky,github_user,,GitHub,,,,,,none
potsawee,github_user,"Cambridge, GB",GitHub,"Cambridge, GB",Cambridge,United Kingdom,52.2053,0.1218,high
yingpengma,github_user,"Macau SAR, China",GitHub,"Macau SAR, China",香港 Hong Kong,China,22.3210814,113.9540097,medium
llm-tools,github_organization,France,GitHub,France,,,,,low
huchenxucs,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
the-crypt-keeper,github_user,,GitHub,,,,,,none
DivergentAI,github_organization,,GitHub,,,,,,none
showlab,github_organization,,GitHub,,,,,,none
nlpai-lab,github_organization,,GitHub,,,,,,none
Shark-NLP,github_organization,China,GitHub,China,,,,,low
machinewrapped,github_user,,GitHub,,,,,,none
likenneth,github_user,,GitHub,,,,,,none
wayveai,github_organization,United Kingdom,GitHub,United Kingdom,,,,,low
minosvasilias,github_user,Germany,GitHub,Germany,,,,,low
HamaWhiteGG,github_user,Hangzhou,GitHub,Hangzhou,Hangzhou,China,30.2741,120.1551,high
jupediaz,github_user,"Malaga, Spain",GitHub,"Malaga, Spain",Andalucía,Spain,36.7213028,-4.4216366,medium
slavabarkov,github_user,,GitHub,,,,,,none
kbressem,github_user,Munich,GitHub,Munich,Munich,Germany,48.1351,11.582,high
jondot,github_user,"Tel Aviv, Israel",GitHub,"Tel Aviv, Israel",Tel Aviv,Israel,32.0853,34.7818,high
PJLab-ADG,github_organization,China,GitHub,China,,,,,low
Skytliang,github_user,China,GitHub,China,,,,,low
declare-lab,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
alphasecio,github_user,,GitHub,,,,,,none
bublint,github_user,,GitHub,,,,,,none
Undertone0809,github_user,Mars,GitHub,Mars,Mars,France,45.022172,4.3221548,medium
longy2k,github_user,,GitHub,,,,,,none
luogen1996,github_user,,GitHub,,,,,,none
composable-models,github_organization,,GitHub,,,,,,none
thiswillbeyourgithub,github_user,"Paris, France",GitHub,"Paris, France",Paris,France,48.8566,2.3522,high
zhenbench,github_organization,,GitHub,,,,,,none
antgroup,github_organization,China,GitHub,China,,,,,low
toverainc,github_organization,,GitHub,,,,,,none
openmedlab,github_organization,,GitHub,,,,,,none
anarchy-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
zeno-ml,github_organization,United States of America,GitHub,United States of America,,,,,low
withcatai,github_organization,,GitHub,,,,,,none
tenable,github_organization,United States of America,GitHub,United States of America,,,,,low
cli99,github_user,,GitHub,,,,,,none
kohjingyu,github_user,,GitHub,,,,,,none
apocas,github_user,Portugal,GitHub,Portugal,,,,,low
TonyLianLong,github_user,"Berkeley, California",GitHub,"Berkeley, California",Berkeley,United States,37.8708393,-122.272863,medium
operand,github_user,,GitHub,,,,,,none
michael-wzhu,github_user,,GitHub,,,,,,none
zetavg,github_user,Berlin ← Taipei,GitHub,Berlin  Taipei,Berlin,Germany,52.52,13.405,medium
lxfater,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
MAGICS-LAB,github_organization,United States of America,GitHub,United States of America,,,,,low
YuanGongND,github_user,"Cambridge, MA",GitHub,"Cambridge, MA",Cambridge,United Kingdom,52.2053,0.1218,high
intro-llm,github_organization,,GitHub,,,,,,none
bytedance,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
alantech,github_organization,,GitHub,,,,,,none
aorumbayev,github_user,,GitHub,,,,,,none
ZiyuGuo99,github_user,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
idosal,github_user,,GitHub,,,,,,none
BoxcarsAI,github_organization,,GitHub,,,,,,none
airaria,github_user,Shanghai,GitHub,Shanghai,Shanghai,China,31.2304,121.4737,high
IvanIsCoding,github_user,"Kitchener, ON, Canada",GitHub,"Kitchener, ON, Canada",Kitchener,Canada,43.451291,-80.4927815,medium
wgryc,github_user,,GitHub,,,,,,none
HeegyuKim,github_user,"Seoul, Korea",GitHub,"Seoul, Korea",Seoul,South Korea,37.5665,126.978,high
Joyce94,github_user,,GitHub,,,,,,none
Cranial-XIX,github_user,,GitHub,,,,,,none
NimbleBoxAI,github_organization,India,GitHub,India,,,,,low
shm007g,github_user,,GitHub,,,,,,none
aniskoubaa,github_user,Saudi Arabia,GitHub,Saudi Arabia,,,,,low
yuanjie-ai,github_user,China,GitHub,China,,,,,low
pseudo-r,github_user,canada,GitHub,canada,,,,,low
pengbaolin,github_user,,GitHub,,,,,,none
pHaeusler,github_user,,GitHub,,,,,,none
ezelikman,github_user,United States,GitHub,United States,,,,,low
rizerphe,github_user,"Lviv, Ukraine",GitHub,"Lviv, Ukraine",Lviv,Ukraine,49.841952,24.0315921,medium
MoonKraken,github_user,"Lake Forest, California",GitHub,"Lake Forest, California",Lake Forest,United States,33.6469261,-117.6859213,medium
LangStream,github_organization,,GitHub,,,,,,none
gladcolor,github_user,,GitHub,,,,,,none
buhe,github_user,Shenyang,GitHub,Shenyang,Shenyang,China,41.8026095,123.4279105,medium
RiccardoBiosas,github_user,"London, UK",GitHub,"London, UK",London,United Kingdom,51.5074,-0.1278,high
kyang6,github_user,SF,GitHub,SF,San Francisco,United States,37.7749,-122.4194,high
rogeriochaves,github_user,Amsterdam,GitHub,Amsterdam,Amsterdam,Netherlands,52.3676,4.9041,high
oneil512,github_user,,GitHub,,,,,,none
AutoLLM,github_organization,,GitHub,,,,,,none
arakoodev,github_organization,United States of America,GitHub,United States of America,,,,,low
Synthintel0,github_user,,GitHub,,,,,,none
liyucheng09,github_user,,GitHub,,,,,,none
PotatoSpudowski,github_user,,GitHub,,,,,,none
ChatLunaLab,github_organization,China,GitHub,China,,,,,low
umbertogriffo,github_user,"Lisbon, Portugal",GitHub,"Lisbon, Portugal",Lisbon,Portugal,38.7223,-9.1393,high
yuxiaopeng,github_user,,GitHub,,,,,,none
gsuuon,github_user,spaceship earth,GitHub,spaceship earth,Florida,United States,28.3752863,-81.5493965,medium
